"Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
7,"Male","University","No loan",10,40,"Watson",47,"Spain","0","0",157959.02,"1",232.8583365047,"Mass Market","Married",41,155,668,"1",106854.21,"1","1"
1,"Female","University","No loan",10,39,"Yobachukwu",35,"France","0","1",13107.24,"0",82.9710813467849,"Mass Market","Married",79,5263,638,"1",0,"1","0"
4,"Male","High School","Active loan",7,26,"Wall",38,"Germany","0","1",13107.24,"0",137.097632876128,"Affluent","Single",58,NA,570,"0",127201.58,"1","1"
2,"Male","Postgraduate","Default risk",0,41,"Robe",38,"France","2","1",82774.07,"0",59.7110379883067,"High Net Worth","Divorced",62,1699,728,"0",0,"2","0"
2,"Male","University","No loan",8,35,"Capon",37,"France","0","0",13107.24,"1",60.582224563113,"Mass Market","Married",62,5129,485,"1",0,"2","0"
4,"Female","University","No loan",9,31,"Donaldson",46,"Spain","0","1",110784.42,"1",55.272164745333,"Mass Market","Married",33,454,583,"1",108306.44,"1","0"
3,"Female","University","No loan",10,29,NA,28,"Germany","0","1",13182.43,"1",213.143214085624,"Mass Market","Married",55,5544,766,"1",62717.84,"1","0"
5,"Female","University","No loan",10,31,NA,37,"France","0","1",16733.59,"0",98.2007943972664,"Mass Market","Married",51,NA,760,"1",0,"2","0"
8,"Female","University","No loan",8,44,NA,61,"Spain","0","0",139861.53,"1",169.101900585521,"Mass Market","Married",48,2533,607,"1",0,"2","0"
5,"Male","High School","Active loan",0,36,"Bushell",33,"Spain","0","0",32275.09,"1",66.8388938318063,"Affluent","Single",48,59,757,"1",77253.22,"1","0"
1,"Male","High School","Active loan",6,28,"Le Hunte",36,"France","0","1",49405.93,"1",55.1863431222177,"Affluent","Single",55,4580,693,"0",100895.54,"1","0"
9,"Female","University","No loan",0,34,"Kenechukwu",28,"France","0","0",2803.89,"1",89.0420794164789,"Mass Market","Married",64,6092,518,"1",85146.36,"1","0"
10,"Male","University","No loan",8,32,"Hsia",40,"France","0","1",141210.5,"1",70.4989772706416,"Mass Market","Married",42,402,543,"1",0,"2","0"
10,"Male","University","No loan",8,31,"Frolova",43,"Germany","0","1",111249.62,"1",82.1598661042357,"Mass Market","Married",22,4328,601,"1",141859.12,"2","0"
8,"Female","University","No loan",0,29,NA,38,"Germany","0","0",150266.81,"0",65.2822620947719,"Mass Market","Married",51,NA,616,"1",116197.65,"2","0"
2,"Female","Other","Default risk",0,25,NA,31,"France","3","0",54487.43,"0",59.3270566430225,"High Net Worth","Widowed",46,908,428,"0",0,"2","0"
10,"Male","University","No loan",8,27,"Godfrey",38,"France","0","0",74846.67,"0",129.80077573262,"Mass Market","Married",54,6488,648,"1",82697.28,"2","0"
9,"Male","High School","Active loan",5,40,"Lawrence",29,"France","0","1",80393.27,"1",114.328260464334,"Affluent","Single",53,430,548,"0",0,"1","0"
6,"Female","University","No loan",9,30,NA,32,"Spain","0","1",112340.2,"1",117.514927078603,"Mass Market","Married",28,750,664,"1",97257.41,"1","0"
2,"Male","High School","No loan",0,35,"H?",38,"France","0","0",82774.07,"1",144.714082534801,"Affluent","Single",71,NA,724,"1",118064.93,"2","0"
9,"Male","University","No loan",0,31,"Millar",35,"Germany","0","0",103511.26,"1",162.713695846433,"Mass Market","Married",58,3665,691,"1",163965.69,"2","0"
7,"Male","University","No loan",10,30,NA,38,"Germany","0","1",59115.77,"1",183.666989182816,"Mass Market","Married",61,4329,579,"1",132767.66,"2","0"
4,"Female","Other","Default risk",0,30,"Moretti",43,"France","3","1",13107.24,"0",112.698529751688,"High Net Worth","Widowed",57,4752,472,"0",0,"1","0"
7,"Male","University","No loan",8,23,"McDonald",38,"France","0","1",124389.61,"0",93.1746484332588,"Mass Market","Married",54,3069,602,"1",111835.94,"2","0"
6,"Female","University","No loan",9,27,NA,36,"France","0","1",104469.06,"0",90.9867273156921,"Mass Market","Married",52,2264,850,"1",99786.07,"1","1"
10,"Female","University","No loan",0,34,"Smith",48,"France","0","1",18391.93,"1",135.2470581267,"Mass Market","Married",42,4064,554,"1",0,"2","0"
7,"Female","Postgraduate","Active loan",0,33,NA,32,"Spain","1","1",67926.18,"0",97.8116160395368,"High Net Worth","Divorced",56,6014,507,"0",0,"1","0"
7,"Male","High School","Active loan",0,20,NA,27,"Spain","0","1",49405.93,"1",93.8640439692714,"Affluent","Single",76,NA,618,"1",0,"1","0"
6,"Female","University","No loan",0,29,"Ignatiev",36,"Germany","0","1",32275.09,"1",151.336791494056,"Mass Market","Married",66,2798,646,"1",122528.18,"2","0"
8,"Male","High School","Active loan",4,26,"Allan",35,"Germany","0","1",117505.07,"0",70.1875324353623,"Affluent","Single",66,2306,529,"0",121175.56,"1","1"
1,"Male","University","No loan",0,36,"Douglas",57,"France","0","1",72549.27,"1",133.598267297297,"Mass Market","Married",68,2066,638,"1",0,"2","1"
3,"Male","University","No loan",10,32,NA,67,"France","0","0",21343.74,"1",76.9053439311939,"Mass Market","Married",65,NA,542,"1",129431.36,"1","0"
7,"Male","High School","No loan",9,31,NA,27,"Spain","0","0",167522.19,"0",72.1339878758108,"Mass Market","Married",62,5630,497,"1",149400.27,"1","0"
7,"Male","High School","No loan",9,29,"Golovanov",37,"France","0","1",156424.4,"1",91.5944545901912,"Mass Market","Married",42,3166,508,"1",0,"1","0"
7,"Male","High School","Active loan",0,30,"Murphy",30,"Spain","0","1",143859.66,"0",218.193645322013,"Affluent","Single",41,5089,570,"0",0,"1","0"
8,"Female","High School","Active loan",5,27,"Holmes",46,"Germany","0","1",197077.36,"1",185.650516744762,"Affluent","Single",27,2968,757,"0",0,"2","0"
6,"Male","High School","No loan",5,29,"Kelley",34,"France","0","0",197283.2,"0",342.447990664917,"Affluent","Single",43,NA,625,"1",110923.15,"1","0"
3,"Male","High School","No loan",2,32,"Eluemuno",33,"France","0","1",13107.24,"1",119.190510407963,"Affluent","Single",80,331,733,"1",0,"1","0"
9,"Female","High School","Active loan",0,33,NA,37,"France","0","1",26578.69,"1",116.375109512051,"Affluent","Single",80,2585,740,"1",0,"1","0"
8,"Male","University","No loan",0,20,"Arnold",44,"Spain","0","1",154639.72,"1",257.654813682385,"Mass Market","Married",53,5090,559,"1",0,"2","0"
1,"Female","Other","Default risk",1,19,"Bocharova",20,"France","3","0",169862.01,"1",152.056385763203,"High Net Worth","Widowed",78,4279,724,"0",23503.31,"1","1"
1,"Male","High School","Active loan",0,40,NA,44,"Germany","0","0",186285.52,"1",61.9029316099349,"Affluent","Single",65,4277,850,"0",140393.65,"2","0"
4,"Male","High School","No loan",9,34,"Fokine",40,"France","0","1",147715.83,"1",110.810541587229,"Mass Market","Single",60,759,706,"1",0,"2","0"
1,"Male","University","No loan",8,20,"Bennet",20,"Spain","0","1",51553.43,"0",193.89456128309,"Mass Market","Married",88,NA,800,"1",117280.23,"2","0"
9,"Female","University","No loan",0,17,"Williamson",28,"Germany","0","0",13107.24,"0",51.6858383627587,"Mass Market","Married",64,6530,742,"1",190125.43,"2","0"
8,"Male","High School","No loan",9,35,NA,35,"France","0","1",66580.13,"0",169.795821278769,"Affluent","Married",55,NA,687,"1",69434.4,"2","1"
0,"Female","High School","No loan",0,32,"Chibugo",28,"Spain","0","1",13107.24,"1",42.3517187756489,"Mass Market","Single",67,NA,729,"1",0,"2","1"
10,"Female","High School","Active loan",6,33,NA,46,"Germany","0","1",49405.93,"1",206.197275186984,"Affluent","Single",70,3181,672,"0",137712.01,"1","0"
2,"Male","High School","Active loan",5,23,"Boulger",37,"Germany","0","0",26578.69,"0",300.584675285208,"Affluent","Single",71,NA,654,"1",145610.07,"1","0"
5,"Male","University","No loan",10,26,"Okechukwu",36,"Germany","0","0",13107.24,"0",88.1202817966899,"Mass Market","Married",56,127,678,"1",190479.48,"1","0"
10,"Male","Postgraduate","Active loan",3,21,NA,32,"France","1","1",54265.55,"1",69.1648970684524,"High Net Worth","Divorced",65,NA,560,"0",0,"2","0"
7,"Female","High School","Active loan",5,27,"Lu",33,"France","0","1",120037.36,"1",73.4018074119632,"Affluent","Single",57,1151,516,"1",187911.55,"1","0"
6,"Male","University","No loan",0,27,"Collier",33,"France","0","0",73564.44,"0",47.1780094626442,"Affluent","Married",37,NA,698,"1",95001.33,"1","0"
6,"Female","High School","No loan",4,25,"Akobundu",37,"France","0","1",110782.88,"0",206.653818383454,"Affluent","Single",63,2739,611,"1",0,"2","0"
6,"Male","High School","No loan",5,30,"Vaguine",18,"France","0","1",27308.58,"1",72.5624167468695,"Affluent","Single",88,5193,616,"1",0,"2","0"
2,"Female","High School","No loan",9,33,NA,35,"France","0","1",86764.46,"1",106.754210637142,"Affluent","Married",76,5299,654,"1",0,"1","0"
3,"Male","High School","No loan",0,22,"O'Donnell",36,"France","0","0",65147.27,"0",90.6913171342514,"Affluent","Single",42,NA,767,"1",0,"1","0"
6,"Male","Postgraduate","Active loan",3,32,"Nnamdi",30,"Germany","1","0",68807.47,"1",60.6594268096775,"High Net Worth","Divorced",26,5315,500,"0",92616.64,"2","0"
1,"Male","University","No loan",0,30,"Chinagorom",28,"France","0","1",26578.69,"0",72.2925983144849,"Mass Market","Married",68,4857,685,"1",132667.17,"1","0"
1,"Female","Other","Default risk",0,31,NA,46,"France","3","0",178067.33,"0",166.243142617724,"High Net Worth","Widowed",91,6737,635,"0",139834.93,"1","1"
3,"Male","High School","Active loan",0,32,"Sumrall",33,"France","0","1",193131.42,"0",95.2772414229412,"Affluent","Single",40,394,574,"1",129834.67,"1","0"
7,"Female","Postgraduate","Default risk",1,33,"Ginn",28,"Germany","2","0",102297.15,"0",175.310044082911,"High Net Worth","Divorced",46,NA,644,"0",97023.21,"2","0"
5,"Male","High School","Active loan",4,48,"Y?",29,"Spain","0","1",25548.47,"1",150.037508886314,"Affluent","Single",85,2366,729,"0",109676.52,"2","0"
1,"Male","High School","Active loan",4,32,"Wallace",33,"Spain","0","0",82774.07,"1",46.6177139448919,"Affluent","Single",63,2468,720,"0",108300.27,"2","0"
5,"Female","University","No loan",9,25,"Henderson",34,"France","0","1",12092.03,"1",124.468308020607,"Mass Market","Married",59,1437,605,"1",0,"2","0"
3,"Male","High School","Active loan",7,39,"Boyle",45,"Spain","0","0",163655.01,"0",109.894914093913,"Affluent","Single",65,5635,667,"0",0,"2","0"
5,"Male","University","No loan",0,22,NA,31,"Germany","0","1",74890.58,"1",164.251207682611,"Mass Market","Married",43,NA,737,"1",130878.75,"2","0"
2,"Female","University","No loan",8,30,"Trevisan",28,"France","0","1",90655.94,"1",91.9357623382495,"Mass Market","Married",42,NA,722,"1",88011.4,"1","1"
6,"Male","University","No loan",0,28,"Dawson",33,"France","0","0",98060.51,"0",70.9923248877816,"Mass Market","Married",67,5912,726,"1",0,"1","0"
3,"Male","High School","No loan",2,30,NA,28,"Spain","0","1",26578.69,"0",174.222832341485,"Affluent","Single",46,2176,468,"1",0,"2","0"
7,"Female","Postgraduate","Default risk",0,19,"Martin",30,"France","2","1",18826.34,"1",75.508987866913,"High Net Worth","Divorced",69,NA,692,"0",0,"2","0"
5,"Male","University","No loan",8,30,"Asher",37,"France","0","0",173386.95,"1",132.928765863486,"Mass Market","Married",53,NA,639,"1",0,"1","0"
1,"Male","University","No loan",8,30,NA,33,"Spain","0","0",178798.13,"0",100.664060203957,"Mass Market","Married",54,48,555,"1",56084.69,"1","0"
4,"Male","University","No loan",10,32,"Mullawirraburka",32,"France","0","1",162809.2,"1",77.2848592700721,"Mass Market","Married",35,6437,778,"1",0,"2","0"
1,"Female","University","No loan",8,38,"Sung",41,"Germany","0","1",49405.93,"0",101.312769837277,"Mass Market","Married",52,2235,692,"1",130701.29,"1","1"
1,"Male","Other","Default risk",0,29,"Aitken",51,"Spain","3","1",150390.57,"1",131.58510672484,"High Net Worth","Widowed",83,1686,579,"0",0,"1","0"
2,"Female","Postgraduate","Active loan",3,27,"Yirawala",28,"France","1","1",136915.15,"1",134.510474323733,"High Net Worth","Divorced",44,1886,767,"0",152509.25,"1","0"
6,"Female","High School","Active loan",0,34,NA,33,"Spain","0","1",140803.7,"1",263.739226576894,"Affluent","Single",71,NA,706,"0",120621.89,"1","0"
9,"Male","Other","Default risk",0,28,"Allan",46,"France","3","0",178587.36,"0",98.9734450866705,"High Net Worth","Widowed",86,2572,415,"0",62979.93,"1","1"
8,"Female","University","No loan",10,30,NA,42,"Germany","0","1",191821.35,"0",86.6102658156658,"Mass Market","Married",60,5366,657,"1",132796.04,"2","1"
6,"Female","University","No loan",10,33,"Evans",37,"France","0","1",51229.17,"0",88.024891980953,"Mass Market","Married",83,1630,678,"1",0,"2","0"
2,"Male","University","No loan",0,27,"Findlay",28,"France","0","1",52198.84,"1",130.843993626778,"Mass Market","Married",40,5777,684,"1",120787.18,"2","0"
4,"Male","University","No loan",0,35,"Compton",32,"France","0","1",49405.93,"1",263.217921978108,"Mass Market","Married",55,2542,763,"1",0,"1","0"
7,"Female","University","No loan",9,34,"Geoghegan",45,"France","0","1",13107.24,"0",67.9349700527283,"Mass Market","Married",52,5372,537,"1",92887.06,"1","1"
2,"Female","University","No loan",9,28,"Scott",33,"Spain","0","1",26578.69,"1",79.8076533122089,"Mass Market","Married",67,NA,829,"1",166930.76,"1","0"
9,"Male","University","No loan",8,33,"Mosman",46,"Spain","0","0",8487.75,"1",150.08551754509,"Mass Market","Married",48,19,669,"1",0,"2","0"
6,"Female","Postgraduate","Active loan",0,31,"Simpson",22,"Germany","1","1",32275.09,"1",111.672176810999,"High Net Worth","Divorced",77,4155,631,"0",138668.18,"1","0"
5,"Male","University","No loan",8,33,"Kung",19,"Spain","0","1",26578.69,"0",115.779710701348,"Mass Market","Married",66,NA,739,"1",89750.21,"2","0"
6,"Female","Postgraduate","Active loan",3,26,"Romano",35,"Germany","1","1",13107.24,"1",68.9624265730785,"High Net Worth","Divorced",39,4575,566,"0",141428.99,"2","0"
10,"Male","University","No loan",9,35,NA,35,"France","0","1",50759.8,"1",122.187337097922,"Mass Market","Married",51,5651,747,"1",146126.75,"1","0"
5,"Male","University","No loan",0,43,"Moen",30,"France","0","1",12757.14,"1",279.683594903499,"Mass Market","Married",36,1035,646,"1",98014.74,"1","0"
5,"Female","University","No loan",10,40,"Morrison",39,"Spain","0","1",32275.09,"1",37.0738880622615,"Mass Market","Married",82,6857,701,"1",0,"2","0"
3,"Female","Other","Default risk",0,42,"Rose",25,"Spain","4","1",45482.04,"0",118.873558872241,"High Net Worth","Widowed",50,5745,606,"0",0,"3","1"
4,"Female","Postgraduate","Default risk",1,28,"Mason",34,"France","2","1",62868.33,"1",47.6610647865301,"High Net Worth","Divorced",75,5091,708,"0",140197.18,"1","0"
0,"Female","University","No loan",8,28,"Y?an",41,"Germany","0","1",107839.03,"0",96.2066526474384,"Mass Market","Married",41,6227,669,"1",150219.41,"2","0"
3,"Female","High School","No loan",8,44,"Faulkner",41,"France","0","0",82774.07,"0",276.394553657761,"Affluent","Married",86,5463,629,"1",0,"2","0"
8,"Female","Other","Default risk",0,30,"Arkwookerum",28,"France","5","1",147261.58,"0",71.4309264581508,"High Net Worth","Widowed",48,NA,712,"0",113174.21,"2","0"
1,"Female","University","No loan",0,33,"Obioma",20,"Germany","0","1",26578.69,"0",96.0254849608735,"Mass Market","Married",26,5041,711,"1",250898.09,"2","0"
0,"Female","High School","Active loan",0,24,"Sleeman",62,"France","0","1",70916,"0",88.3380138067116,"Affluent","Single",49,2642,850,"1",0,"1","1"
0,"Male","University","No loan",9,36,"Lombardo",27,"France","0","0",131534.96,"1",108.856840834121,"Mass Market","Married",74,6535,552,"1",0,"2","0"
4,"Male","University","No loan",8,24,"Andrews",43,"France","0","1",149401.33,"0",55.0520061213266,"Mass Market","Married",55,3879,663,"1",87624.03,"1","0"
9,"Male","University","No loan",8,28,"Genovesi",63,"France","0","1",78955.8,"0",87.171912557845,"Mass Market","Married",69,1732,576,"1",121513.31,"1","1"
1,"Female","University","No loan",0,35,"Stanton",46,"France","0","1",82774.07,"1",224.457904129216,"Mass Market","Married",65,6406,689,"1",77556.79,"2","0"
2,"Female","University","No loan",0,24,"Chukwuemeka",38,"France","0","0",167984.72,"1",130.164867490543,"Mass Market","Married",54,5052,722,"1",0,"2","0"
4,"Female","University","No loan",10,30,"Lambert",40,"Spain","0","1",16618.76,"1",292.500081207063,"Mass Market","Married",59,4515,678,"1",113794.22,"1","0"
10,"Female","High School","No loan",0,34,NA,48,"Spain","0","1",133486.36,"1",119.375297674085,"Affluent","Single",79,4186,605,"1",150315.92,"1","0"
1,"Male","University","No loan",9,27,"Hyde",55,"France","0","1",154695.57,"0",158.968852172524,"Mass Market","Married",61,6665,688,"1",0,"2","0"
6,"Female","University","No loan",9,40,NA,20,"Germany","0","1",126233.18,"0",119.493916219101,"Mass Market","Married",59,2037,750,"1",136525.99,"1","1"
9,"Female","High School","Active loan",6,29,"Manna",46,"Spain","0","1",26578.69,"0",75.6223957534945,"Affluent","Single",41,NA,544,"0",66582.81,"1","1"
5,"Male","University","No loan",8,29,"Hutchinson",26,"Spain","0","1",112507.63,"0",57.8268670728743,"Mass Market","Married",28,3425,575,"1",0,"2","0"
8,"Female","High School","No loan",5,31,NA,40,"Germany","0","0",166468.21,"0",80.675749932214,"Affluent","Single",59,5986,752,"1",150490.32,"1","1"
5,"Female","High School","No loan",0,24,"Napolitani",28,"Germany","0","0",49405.93,"0",137.991522178314,"Affluent","Single",60,5949,650,"1",123936.54,"1","1"
3,"Male","Postgraduate","Active loan",3,31,NA,42,"France","1","1",85424.34,"1",46.0755031674428,"High Net Worth","Divorced",56,NA,579,"0",137560.38,"2","0"
3,"Male","Postgraduate","Active loan",7,29,NA,47,"Germany","1","0",145704.19,"0",54.3752497157513,"High Net Worth","Divorced",54,NA,553,"0",137687.72,"1","1"
6,"Male","University","No loan",0,24,"Bearce",31,"Germany","0","0",80181.12,"0",117.01660226741,"Mass Market","Married",65,10,528,"1",185709.28,"2","0"
0,"Male","High School","No loan",2,28,"McClinton",34,"France","0","0",160346.3,"1",54.3356026235055,"Affluent","Single",65,NA,590,"1",115643.58,"2","0"
4,"Female","University","No loan",8,26,"Gallo",40,"France","0","1",183963.34,"1",82.6399400358394,"Mass Market","Married",70,5572,642,"1",23503.31,"1","0"
5,"Female","High School","Active loan",6,29,"Geach",33,"France","0","1",4033.39,"0",71.43252976754,"Affluent","Single",38,5992,550,"1",121159.65,"1","1"
8,"Female","University","No loan",0,28,NA,27,"France","0","0",82774.07,"0",91.1025005357244,"Mass Market","Married",52,3476,657,"1",0,"2","0"
9,"Female","High School","Active loan",0,26,"Wall",22,"Germany","0","1",68297.61,"0",40.0482293841531,"Affluent","Single",51,NA,585,"1",99339,"2","1"
3,"Female","High School","Active loan",5,27,"Hayward",33,"France","0","1",63218.85,"0",48.4928689226412,"Affluent","Single",54,927,781,"1",128345.69,"2","0"
